10percentage,12percentage,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,CollegeState_Andhra Pradesh,CollegeState_Assam,CollegeState_Bihar,CollegeState_Chhattisgarh,CollegeState_Delhi,CollegeState_Goa,CollegeState_Gujarat,CollegeState_Haryana,CollegeState_Himachal Pradesh,CollegeState_Jammu and Kashmir,CollegeState_Jharkhand,CollegeState_Karnataka,CollegeState_Kerala,CollegeState_Madhya Pradesh,CollegeState_Maharashtra,CollegeState_Meghalaya,CollegeState_Orissa,CollegeState_Punjab,CollegeState_Rajasthan,CollegeState_Sikkim,CollegeState_Tamil Nadu,CollegeState_Telangana,CollegeState_Union Territory,CollegeState_Uttar Pradesh,CollegeState_Uttarakhand,CollegeState_West Bengal,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,Gender_f,Gender_m,CollegeTier_1,CollegeTier_2,Specialization_CE,Specialization_CS,Specialization_EC,Specialization_EL,Specialization_ME,Specialization_other,GraduationYear_0,GraduationYear_2007,GraduationYear_2009,GraduationYear_2010,GraduationYear_2011,GraduationYear_2012,GraduationYear_2013,GraduationYear_2014,GraduationYear_2015,GraduationYear_2016,GraduationYear_2017
93,87,76,630,605,535,0.23780284,585,0,315,0,0,0,0,-0.5899,0.5454,-0.4511,-0.4879,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73,68,78,475,500,415,0,0,0,0,0,0,0,0,0.9737,0.0328,-0.344,-0.1727,-0.0506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,61.3,69,430,425,295,0.338786347,175,292,0,0,0,0,0,0.1282,0.5454,-0.6048,0.0192,-1.0524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88.53,82.33,60,575,575,665,0.995464719,685,0,0,0,0,0,0,0.6646,0.0328,-0.9245,-2.1704,0.5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
86,88.33,74.28,554,655,655,0.968237496,605,0,0,0,0,0,0,1.2828,1.2028,0.7083,-1.11277,0.5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88.5,88.45,70,570,560,485,0.843123727,515,0,0,0,0,0,0,-2.0262,0.0459,0.9322,-1.2486,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88.6,96.75,73.71,365,455,554,0.538386893,0,333,0,0,0,366,0,0.2782,0.6568,-0.6343,-0.34897,-0.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84.6,84.25,69,525,595,495,0.23780284,505,0,315,0,0,0,0,1.2772,1.2114,0.6248,-0.4879,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,86,66.67,675,610,605,0.895776502,465,0,0,0,526,0,0,0.4155,1.2114,-0.2974,-0.1076,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
69,83,71.64,500,420,430,0.744758354,375,0,438,0,0,0,0,0.5591,1.2114,0.7785,-1.1218,1.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
77,67.8,68.06,360,330,310,0.649389715,0,356,0,0,0,313,0,-0.8772,-2.1186,0.1637,0.9066,-1.8189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93.38,78.5,65.7,545,605,680,0.679644641,0,0,0,0,0,0,388,0.2718,-0.4536,0.4711,-1.1218,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52.93,64,73,325,375,370,0.911395278,495,0,500,0,0,0,0,0.2718,-0.1206,0.3174,-1.8824,-0.4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78.17,77.85,76.85,675,495,545,0.997698261,0,0,0,0,676,0,0,1.1336,0.3789,0.1637,-0.7415,-0.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
72.36,80.83,63,370,460,340,0.538386893,455,333,0,0,0,0,0,-0.159,-0.6201,-0.2974,-1.1218,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87.33,82.46,73.83,640,610,650,0.995613797,0,0,0,616,0,0,0,1.2828,0.8128,0.0914,-0.8778,0.6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
76,66,72,545,485,340,0.144789889,395,0,284,0,0,0,0,-0.159,0.8784,0.01,-1.1218,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80,71,74.97,525,455,515,0.635978756,445,0,0,0,0,0,0,-3.3539,-0.5523,-2.0131,0.0623,-2.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84.75,75.6,94.7,510,545,780,0.538386893,0,333,0,0,0,446,0,0.2718,-0.6201,-0.6048,0.7798,0.0973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,72,67.8,590,525,635,0.493596387,465,324,0,0,0,313,0,0.99,0.7119,1.2396,-1.5021,1.0554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,66,65.55,435,465,465,0.704090412,465,0,0,0,0,0,0,-3.6631,-2.1513,0.0914,1.32553,-1.2354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86.67,74.3,79,710,650,500,0.493596387,455,324,0,0,0,0,0,0.5591,0.8784,0.4711,-0.6147,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77.6,71.2,68,425,605,475,0.308400583,355,0,0,0,0,0,0,-0.881,0.5008,-0.4891,-0.6428,0.7788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73.06,73.67,59.5,395,485,415,0.978855302,0,0,0,564,0,0,0,-0.4173,0.3448,-1.2148,-0.2902,-0.7615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
74.3,75.6,65.3,520,560,485,0.843123727,515,0,0,0,0,0,0,-0.5899,1.0449,0.7785,0.653,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62.4,64.8,63.1,335,330,355,0.598280691,0,0,0,407,0,0,0,-1.1644,0.7119,0.6248,1.1601,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
76,73,78.7,385,475,305,0.916869961,555,0,0,0,0,0,0,0.2009,0.0328,0.3817,-0.5253,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65.16,60.01,71.52,505,485,585,0.974396113,615,0,0,0,0,0,0,-0.1082,-0.2793,0.672,-0.6428,0.5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82.2,81,81,395,425,460,0.783303537,525,388,0,0,0,0,0,1.4208,1.2114,1.7007,-0.7415,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66.33,60,67.38,580,595,520,0.276047228,345,0,0,0,0,0,0,-0.0154,0.0459,0.9322,-0.1076,-1.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,80,65.6,595,545,500,0.744758354,465,0,438,0,0,0,0,-0.0154,-0.7866,1.2396,-1.8824,-1.8189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66,74,75.5,310,460,620,0.783303537,0,388,0,0,0,0,0,-2.6007,-1.4526,-1.527,0.653,-3.9266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72.2,67.8,70.14,585,605,585,0.725984148,455,0,0,438,0,0,0,1.1336,0.2124,1.0859,-1.2486,-0.2859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
88.8,70.2,71,455,555,405,0.842248322,445,0,469,0,0,0,0,1.1336,0.0459,0.3174,-1.8824,-0.0943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76.5,81.8,76.4,380,645,620,0.991230625,675,0,592,0,0,0,0,0.5591,1.0449,0.1637,-1.7556,0.6721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89.2,91.33,70,325,470,415,0.030565991,375,0,0,0,228,0,0,0.7027,-0.4536,-0.1437,-0.7415,-0.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85.4,71.6,84,555,620,575,0.911395278,725,0,500,0,0,0,0,-1.8825,0.5454,-1.3733,-0.2344,1.4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,77,68,465,325,295,0.276047228,345,0,0,0,0,0,0,1.592,0.9688,1.2525,-0.4078,0.8183,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88.3,83.4,76.58,645,605,595,0.901489571,545,0,0,0,0,0,0,1.7465,0.8128,0.5269,-2.1704,0.1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91.4,81.2,73,755,640,740,0.998876108,685,0,653,0,0,0,0,-0.2632,0.8993,-0.4226,-0.3414,0.1275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76,76,66,665,365,375,0.488347977,405,0,0,0,0,0,0,-2.1175,-0.2793,0.8171,0.8848,-0.6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81.2,66,54.54,465,535,400,0.654107475,295,0,0,420,0,0,0,-0.8772,-0.9531,-1.0659,0.9066,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
68.8,63,65.67,305,455,365,0.563267824,425,0,0,0,0,0,0,-0.1082,-0.7473,0.2366,0.7673,0.3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,84,75,380,390,500,0.649389715,0,356,0,0,292,0,0,-0.159,0.3789,1.0859,-0.995,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,84,73.1,745,570,695,0.042192434,840,0,0,233,0,0,0,-0.7335,-0.7866,-0.4511,-1.5021,-1.8189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
73,64,63.81,595,385,535,0.124502074,0,233,0,0,0,0,0,-0.4173,0.8128,0.0914,1.5899,-0.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,76,70,505,545,445,0.884122512,535,0,0,0,0,0,0,0.3941,0.5008,-0.6343,0.62043,-1.3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82.4,69.16,84,615,470,470,0.744758354,365,0,438,0,0,0,0,0.5591,1.3779,1.2396,-0.995,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,57.8,63,335,485,410,0.053160305,0,196,0,0,0,206,0,-0.8772,-1.2861,-0.4511,-0.2344,-0.8608,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,60.4,76,535,480,390,0.23780284,515,0,315,0,0,0,0,1.4208,1.7109,0.7785,-0.995,-1.4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80,90.6,61,345,495,575,0.184771577,0,0,0,306,0,0,0,1.5533,1.7488,1.688,-1.1422,0.1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
77.6,74.5,65.55,275,455,395,0.124502074,255,233,0,0,0,0,0,1.1283,0.9688,1.1074,1.1199,0.8183,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80.33,83,80,490,445,465,0.924609939,0,0,0,0,0,0,0,0.99,0.5454,0.4711,-1.6289,-2.2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
71.6,80.8,70.38,420,470,415,0.23780284,485,0,315,0,0,0,0,0.8463,1.2114,-0.6048,1.6672,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74,70,75.3,450,495,575,0.486747008,544,0,376,0,0,0,0,-2.1698,-2.2851,-0.9122,0.3995,-3.1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74,63,65,375,445,445,0.023312168,0,166,0,0,0,260,0,0.51,-0.7473,0.672,-0.7603,0.0284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,62,80,545,545,725,0.884122512,535,0,0,0,0,0,0,-0.4173,0.0328,-1.2148,1.0024,0.3444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59.2,56,65,440,555,310,0.911395278,555,0,500,0,0,0,0,-1.4517,-1.1196,-0.6048,0.9066,-0.8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69.85,65.2,66.17,475,605,470,0.206710618,0,0,0,313,0,0,0,-0.4463,0.0459,-0.9122,0.2727,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
80,65,76,645,515,425,0.563267824,425,0,0,0,0,0,0,1.1283,0.3838,-1.2511,-0.7603,0.6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,67,71,345,395,435,0.824666401,0,400,0,0,0,260,0,0.51,0.9688,0.9623,-0.4078,0.1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75,71.6,75.04,465,535,555,0.649389715,345,356,0,0,0,473,0,-0.3027,-0.6201,-3.525,-0.2344,-1.4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,71,65.2,615,530,465,0,405,0,500,0,0,0,0,0.4155,0.8784,0.01,-2.3895,1.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
77,91.7,70,345,340,445,0.735795709,475,0,0,0,0,0,0,-1.1644,-1.9521,-1.0659,-1.1218,-0.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,82,76,425,465,525,0.81941653,505,0,0,0,0,0,0,1.1283,-0.1232,0.8171,-1.7004,0.5024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82,70,82.7,485,655,495,0,525,0,0,0,0,0,0,0.99,1.3779,1.2396,-0.2344,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
68,64,61.12,415,400,265,0.080055281,404,0,253,0,0,0,0,0.99,1.0449,1.7007,1.4136,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79.68,65.83,79.4,435,554,515,0.490636956,0,0,0,383,0,0,0,-1.8083,-0.9033,-1.0697,0.2973,-0.406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
72,62,72.18,500,470,445,0,0,0,0,0,0,0,0,0.1282,-0.4536,-0.1437,-0.6147,-0.4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,74,68.9,315,415,385,0.538386893,465,333,0,0,0,0,0,0.3555,-0.2793,0.2366,-1.8179,-0.6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69.4,63.4,76.4,535,610,460,0.144789889,535,0,284,0,0,0,0,0.8463,0.8784,0.4711,-1.8824,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65.4,65.8,67.69,455,495,465,0.436962648,495,0,0,0,0,324,0,-0.4463,-1.2861,1.547,-0.1076,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62.34,59,66.66,565,395,555,0.229481755,0,266,0,0,0,340,0,0.8192,-0.1232,-0.9245,-0.0552,1.1343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68.6,64.8,60.3,535,555,560,0,0,0,0,0,0,0,0,1.2772,-0.1206,0.01,-0.6147,-0.8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72.6,82.5,77.12,605,425,295,0.622642916,375,0,407,0,0,0,0,0.8463,1.3779,0.1637,-2.3895,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83.5,92.5,84.5,455,515,595,0.884122512,535,0,0,0,0,0,0,-1.4606,0.3448,-0.9245,0.26793,-1.2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73.6,82.8,74.8,430,495,535,0.670743151,455,0,0,0,0,0,0,0.5591,0.5454,0.01,0.1459,-1.4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77,79.6,71,395,455,675,0.960903087,595,0,0,0,0,0,0,-0.1082,1.2808,-0.0537,-0.4078,-0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58,52,61,455,385,345,0.413838256,385,0,0,0,0,0,0,1.592,-0.2793,0.8171,-1.3478,1.1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80,72,63,515,355,455,0.376059587,325,300,0,0,0,366,0,-1.1901,1.4368,0.2366,0.1798,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94.72,74.83,63.42,645,645,765,0.338786347,495,292,0,0,0,0,0,1.8517,0.8784,1.7007,-2.0092,1.0554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
